user_id,purchase_event_id,event_number,conversation_id,session_id
17350,3234,3,,8468.0
17350,3234,4,,8420.0
17351,34754,1,,70136.0
17351,34754,2,,70463.0
17352,28820,1,,58662.0
17352,28820,2,10957.0,
17353,4928,1,,11464.0
17353,4928,2,,12337.0
17354,31597,1,,63166.0
17354,31597,2,,63524.0
17355,59083,8,,112475.0
17355,59083,9,,114210.0
17355,59083,10,,115364.0
17355,59083,11,,115165.0
17355,59083,12,,115612.0
17355,59083,13,,115800.0
17355,59083,14,,115941.0
17355,59083,15,,116327.0
17355,59083,16,,116663.0
17355,59083,17,,116892.0
17356,54581,1,22818.0,
17357,12680,1,,26384.0
17357,12680,2,,26421.0
17357,12680,3,,28030.0
17357,23383,1,,44992.0
17357,23383,2,,47327.0
17357,23383,3,,48287.0
17358,8111,1,3095.0,
17359,58715,1,,116037.0
17360,1726,1,,3291.0
17360,1726,2,,3309.0
17360,1726,3,,4738.0
17360,1726,4,,5152.0
17360,3959,1,,9967.0
17360,3959,2,,9979.0
17361,44800,1,,86587.0
17361,44800,2,,89285.0
17361,44800,3,,89335.0
17361,44800,4,,90059.0
17362,34870,1,,70388.0
17362,34870,2,13689.0,
17363,56562,1,23763.0,
17364,8090,1,,18961.0
17365,804,1,,4160.0
17366,50740,1,,97541.0
17366,50740,2,,98824.0
17366,50740,3,,101304.0
17367,51076,1,,92236.0
17367,51076,2,,92826.0
17367,51076,3,19145.0,
17367,51076,4,,93514.0
17367,51076,5,,95140.0
17367,51076,6,21234.0,
17368,15830,5,,18969.0
17368,15830,6,,20975.0
17368,15830,7,,23163.0
17368,15830,8,,26514.0
17368,15830,9,,26482.0
17368,15830,10,,26012.0
17368,15830,11,5125.0,
17368,15830,12,,31890.0
17368,15830,13,,31891.0
17368,15830,14,,35142.0
17368,31321,1,,62939.0
17368,34583,1,,62939.0
17368,34583,2,,64000.0
17368,34583,3,12138.0,
17368,34583,4,,65846.0
17368,34583,5,,69322.0
17368,34583,6,,70338.0
17368,58319,1,,109316.0
17368,58319,2,,112163.0
17368,58319,3,24293.0,
17369,2769,1,,1662.0
17369,2769,2,,2763.0
17369,2769,3,,4734.0
17369,2769,4,,4770.0
17369,2769,5,,4709.0
17369,2769,6,,4742.0
17369,2769,7,,6302.0
17369,2769,8,,6675.0
17369,2769,9,,6686.0
17369,2769,10,,7432.0
17370,10568,1,,21754.0
17370,10568,2,,24293.0
17371,33916,1,,68965.0
17372,29863,1,,60409.0
17372,35258,1,,70807.0
17372,35258,2,13729.0,
17372,35258,3,,71608.0
17373,50213,1,,100253.0
17374,891,1,,4103.0
17374,891,2,516.0,
17375,54725,1,,109170.0
17376,49202,1,,94347.0
17376,49202,2,,95352.0
17376,49202,3,,98868.0
17377,16426,1,,36832.0
17377,16426,2,,36917.0
17378,9497,1,,18807.0
17378,9497,2,,19235.0
17378,9497,3,,21932.0
17379,21657,1,,45559.0
17380,20937,1,,44721.0
17381,4494,1,,11559.0
17381,4494,2,,11584.0
17382,33343,1,,67384.0
17382,57565,1,,114039.0
17383,25133,1,,52061.0
17383,49071,1,,85388.0
17383,49071,2,,85433.0
17383,49071,3,,90080.0
17383,49071,4,,92990.0
17383,49071,5,,98372.0
17384,5210,1,,12307.0
17384,5210,2,,13104.0
17384,5210,3,2076.0,
17385,38094,1,15250.0,
17386,38932,1,15641.0,
17387,52230,1,,100362.0
17387,52230,2,,101881.0
17387,52230,3,,102531.0
17387,52230,4,,104362.0
17388,62148,1,,120922.0
17388,62148,2,,121236.0
17388,62148,3,25892.0,
17389,14522,1,,32338.0
17389,20051,1,,37841.0
17389,20051,2,,43142.0
17390,39217,1,,79959.0
17391,34625,1,13481.0,
17391,34625,2,13567.0,
17392,1135,1,,4314.0
17393,61129,1,,119859.0
17394,21595,1,,45636.0
17395,57045,1,,112937.0
17396,55392,1,,109856.0
17397,58254,1,,115122.0
17398,25393,1,9764.0,
17399,26671,1,,55256.0
17400,36408,1,,73582.0
17401,4352,1,,6245.0
17401,4352,2,,9763.0
17401,4352,3,,11230.0
17401,4352,4,,11289.0
17401,57748,3,,104385.0
17401,57748,4,,107629.0
17401,57748,5,,108443.0
17401,57748,6,,110662.0
17401,57748,7,,111419.0
17401,57748,8,23410.0,
17401,57748,9,,110904.0
17401,57748,10,,113190.0
17401,57748,11,,113932.0
17401,57748,12,,114106.0
17401,62035,1,,121139.0
17402,29803,1,,60445.0
17403,41063,1,,79179.0
17403,41063,2,,84277.0
17403,41063,3,,83005.0
17403,41063,4,,82090.0
17403,41063,5,,82282.0
17404,28693,1,,48384.0
17404,28693,2,,51940.0
17404,28693,3,10109.0,
17404,28693,4,,54496.0
17404,28693,5,,54843.0
17404,28693,6,,55304.0
17404,28693,7,,66769.0
17405,52282,1,,103108.0
17405,52282,2,,103886.0
17405,52282,3,,104462.0
17406,32169,1,11992.0,
17406,32169,2,,64759.0
17407,32691,1,,65699.0
17407,32905,1,,65699.0
17407,32905,2,,66375.0
17408,42632,1,17442.0,
17409,45052,1,,91103.0
17409,45052,2,,91136.0
17410,2988,1,,8242.0
17411,8073,1,,19023.0
17412,24767,1,,49639.0
17412,24767,2,,51172.0
17413,48787,1,,98072.0
17414,6288,1,1869.0,
17414,6288,2,,12182.0
17414,6288,3,,15143.0
17414,7593,1,1869.0,
17414,7593,2,,12182.0
17414,7593,3,,15143.0
17414,7593,4,,16566.0
17414,7593,5,2904.0,
17415,8457,1,,19877.0
17416,23101,1,,47311.0
17416,23101,2,,47848.0
17416,23101,3,8881.0,
17417,20063,1,,43147.0
17417,34301,1,,69112.0
17417,34301,2,,69959.0
17418,2507,1,,6854.0
17419,8991,1,3468.0,
17419,14464,1,3468.0,
17419,14464,2,,26034.0
17419,14464,3,,31693.0
17419,14464,4,,32213.0
17420,51809,1,,103043.0
17421,13436,1,,29798.0
17422,10541,1,4064.0,
17423,52175,1,,103841.0
17424,1058,1,,4648.0
17425,43473,1,,72899.0
17425,43473,2,15411.0,
17425,43473,3,,84955.0
17425,43473,4,,85138.0
17425,43473,5,17861.0,
17426,40315,1,,81858.0
17426,40315,2,16208.0,
17426,40315,3,,81741.0
17426,40315,4,,81621.0
17426,40315,5,16285.0,
17426,40315,6,,81251.0
17427,16606,1,5901.0,
17427,16606,2,,35308.0
17427,16606,3,,36503.0
17427,19177,1,5901.0,
17427,19177,2,,35308.0
17427,19177,3,,36503.0
17427,19177,4,,36990.0
17427,19177,5,6124.0,
17427,19177,6,,38074.0
17427,19177,7,6416.0,
17427,19177,8,6910.0,
17427,34325,1,11806.0,
17427,34325,2,12626.0,
17427,34325,3,,69295.0
17427,34325,4,13517.0,
17427,34325,5,13521.0,
17428,55039,1,,109387.0
17429,38837,1,,78091.0
17429,38837,2,,79053.0
17429,38837,3,15618.0,
17429,41203,1,,78091.0
17429,41203,2,,79053.0
17429,41203,3,15618.0,
17429,41203,4,,79593.0
17429,41203,5,,79817.0
17429,41203,6,,83352.0
17429,41203,7,,83220.0
17430,3564,1,,8226.0
17430,3564,2,,9766.0
17430,17432,1,,36259.0
17430,17432,2,,38485.0
17430,17432,3,,38486.0
17430,57843,1,,114530.0
17431,56376,1,,111928.0
17431,56376,2,,111933.0
17432,16420,1,,29292.0
17432,16420,2,,34075.0
17432,16420,3,,36646.0
17433,5722,1,,10892.0
17433,5722,2,,12075.0
17433,5722,3,,14570.0
17434,18998,1,,41304.0
17434,18998,2,6841.0,
17434,18998,3,,41334.0
17434,20524,1,,41304.0
17434,20524,2,6841.0,
17434,20524,3,,41334.0
17434,20524,4,,43353.0
17434,20524,5,,44167.0
17435,23416,1,,48949.0
17436,34148,1,,67194.0
17436,34148,2,12805.0,
17436,34148,3,13432.0,
17437,1202,1,,547.0
17437,1202,2,,796.0
17437,1202,3,,1206.0
17437,1202,4,,1331.0
17437,1202,5,,1336.0
17437,1202,6,,2431.0
17437,1202,7,,5025.0
17438,36491,1,,73883.0
17438,36491,2,,74007.0
17438,36491,3,14450.0,
17438,38940,1,,73883.0
17438,38940,2,,74007.0
17438,38940,3,14450.0,
17438,38940,4,,76454.0
17438,38940,5,,79566.0
17439,33753,1,,68481.0
17439,33753,2,,68757.0
17439,33753,3,,68359.0
17439,33753,4,,68423.0
17439,43034,1,,86485.0
17440,30348,1,,54127.0
17440,30348,2,,57863.0
17440,30348,3,,59107.0
17440,30348,4,,61247.0
17441,23685,1,,47599.0
17441,23685,2,,48530.0
17442,5009,1,,12673.0
17443,12334,1,,27440.0
17444,1301,1,,5107.0
17445,38386,1,,71843.0
17445,38386,2,,72519.0
17445,38386,3,,77897.0
17445,38386,4,,78078.0
17446,32487,1,,60484.0
17446,32487,2,,64737.0
17446,32487,3,,65477.0
17447,24096,1,,48600.0
17447,24096,2,,48571.0
17447,24096,3,,48592.0
17447,24096,4,,49505.0
17448,34151,1,,64056.0
17448,34151,2,,65261.0
17448,34151,3,,69329.0
17449,44150,1,,89090.0
17449,44150,2,18020.0,
17450,28659,1,,57028.0
17450,28659,2,,66850.0
17451,38257,1,,69736.0
17451,38257,2,,70506.0
17451,38257,3,,74176.0
17451,38257,4,,74313.0
17451,38257,5,,77667.0
17452,28464,1,10856.0,
17453,51988,1,,103649.0
17454,51278,1,,102546.0
17455,7732,1,,17746.0
17456,60435,1,,117115.0
17456,60435,2,25042.0,
17457,23893,1,,48776.0
17458,44785,1,18448.0,
17459,57818,1,,112414.0
17459,57818,2,,113468.0
17459,57818,3,,114792.0
17460,2116,1,,6584.0
17461,35912,1,,70823.0
17461,35912,2,,72292.0
17461,35912,3,,71807.0
17461,35912,4,,72585.0
17461,35912,5,,72847.0
17462,46780,1,19460.0,
17462,46780,2,,94469.0
17463,7100,1,2712.0,
17464,32603,1,,61648.0
17464,32603,2,12565.0,
17465,57190,1,,110170.0
17465,57190,2,,110740.0
17465,57190,3,,112219.0
17466,19161,1,,41771.0
17466,21012,1,,41771.0
17466,21012,2,7410.0,
17466,21012,3,7435.0,
17466,21012,4,7624.0,
17466,21012,5,7627.0,
17466,21012,6,7634.0,
17467,26110,1,,53665.0
17467,26110,2,,53650.0
17467,26110,3,,53706.0
17467,26110,4,,53810.0
17467,26110,5,,53403.0
17467,26110,6,,54117.0
17467,33462,1,,67970.0
17468,15183,1,,33692.0
17468,24797,1,,46867.0
17468,24797,2,,46868.0
17468,24797,3,8666.0,
17468,24797,4,,47278.0
17468,24797,5,,48797.0
17468,24797,6,,51098.0
17468,25197,1,,46867.0
17468,25197,2,,46868.0
17468,25197,3,8666.0,
17468,25197,4,,47278.0
17468,25197,5,,48797.0
17468,25197,6,,51098.0
17468,25197,7,,51963.0
17468,25197,8,,51985.0
17469,21732,1,8102.0,
17469,22457,1,8102.0,
17469,22457,2,,46142.0
17469,22457,3,8584.0,
17469,30842,1,,55602.0
17469,30842,2,,61865.0
17469,30842,3,11712.0,
17470,11063,1,,19229.0
17470,11063,2,,25062.0
17470,11063,3,,25144.0
17471,49417,1,,98444.0
17471,49417,2,,99575.0
17471,49417,3,20467.0,
17472,53242,1,,106460.0
17473,30206,1,,61067.0
17474,54918,1,,108078.0
17474,54918,2,,109586.0
17475,26414,1,10166.0,
17476,719,1,,3143.0
17476,719,2,,3481.0
17477,25395,1,,52560.0
17477,40708,1,,72055.0
17477,40708,2,,76075.0
17477,40708,3,,76627.0
17477,40708,4,,77029.0
17477,40708,5,,80644.0
17477,40708,6,,80945.0
17477,40708,7,16507.0,
17478,46197,1,,89080.0
17478,46197,2,,88653.0
17478,46197,3,,91157.0
17478,46197,4,,90993.0
17478,46197,5,,90958.0
17478,46197,6,,91802.0
17478,46197,7,,91685.0
17478,46197,8,,92623.0
17478,46197,9,,92620.0
17478,46197,10,,93481.0
17479,8801,1,,17628.0
17479,8801,2,2915.0,
17479,8801,3,,18284.0
17479,8801,4,,19572.0
17479,8801,5,,19580.0
17479,8801,6,,20036.0
17479,8801,7,,20665.0
17479,8801,8,,20055.0
17479,8801,9,3407.0,
17479,8801,10,,20690.0
17480,58312,1,,115198.0
17481,42616,1,,86631.0
17482,31162,1,,62624.0
17482,31162,2,11715.0,
17482,31162,3,11776.0,
17482,31162,4,,63131.0
17482,31162,5,11796.0,
17483,9327,1,,21713.0
17484,8397,1,,19507.0
17485,35577,1,,71771.0
17485,35577,2,,72289.0
17485,35577,3,,72161.0
17486,2257,1,,6916.0
17487,14651,1,,32238.0
17487,14651,2,,32932.0
17488,24803,1,,50868.0
17489,52701,1,,105383.0
17490,28153,1,10763.0,
17491,26505,1,,54623.0
17492,34403,1,,50903.0
17492,34403,2,,51575.0
17492,34403,3,,61056.0
17492,34403,4,,65107.0
17492,34403,5,,69753.0
17493,36342,1,,70217.0
17493,36342,2,,73736.0
17494,25815,1,,46330.0
17494,25815,2,,53116.0
17494,26099,1,,46330.0
17494,26099,2,,53116.0
17494,26099,3,,53387.0
17495,8633,1,,19657.0
17495,8633,2,,20059.0
17496,38202,1,,77387.0
17497,61857,1,25749.0,
17498,13988,1,,31415.0
17499,61981,1,,112015.0
17499,61981,2,,115570.0
17499,61981,3,,118128.0
17499,61981,4,,118576.0
17499,61981,5,,119252.0
17499,61981,6,,120836.0
17499,61981,7,,121038.0
17500,30008,1,,60990.0
17501,19060,1,,41654.0
17502,16942,1,6214.0,
17503,13000,1,,24372.0
17503,13000,2,,28672.0
17503,13000,3,,28685.0
17504,48854,1,20262.0,
17505,48913,2,,87725.0
17505,48913,3,,87735.0
17505,48913,4,,87310.0
17505,48913,5,,90894.0
17505,48913,6,18667.0,
17505,48913,7,,91841.0
17505,48913,8,,92739.0
17505,48913,9,,93763.0
17505,48913,10,,95321.0
17505,48913,11,,98411.0
17506,3484,1,,9323.0
17507,6397,1,,14725.0
17507,6397,2,,15153.0
17507,6397,3,2489.0,
17508,41452,1,,81989.0
17508,41948,1,,81989.0
17508,41948,2,,85146.0
17509,2935,1,,7533.0
17509,2935,2,,7552.0
17509,2935,3,,7674.0
17509,2935,4,,7970.0
17509,2935,5,,7750.0
17509,2935,6,,7789.0
17510,30398,1,,53997.0
17510,30398,2,,56737.0
17510,30398,3,,61409.0
17510,32590,1,,53997.0
17510,32590,2,,56737.0
17510,32590,3,,61409.0
17510,32590,4,12557.0,
17511,45194,1,,90819.0
17511,45194,2,,90791.0
17511,45194,3,,91035.0
17512,9474,1,,21868.0
17513,27371,1,,56483.0
17513,27372,1,,56483.0
17514,41743,1,,82253.0
17515,41404,1,,83258.0
17516,58525,1,,115543.0
17517,20810,1,,29866.0
17517,20810,2,,31558.0
17517,20810,3,,34636.0
17517,20810,4,,35848.0
17517,20810,5,,37893.0
17517,20810,6,,38751.0
17517,20810,7,,40075.0
17517,20810,8,6543.0,
17517,20810,9,7490.0,
17518,8091,1,,18990.0
17519,9466,1,,20544.0
17519,9466,2,,20974.0
17519,9466,3,,21479.0
17519,9466,4,,21948.0
17519,9466,5,,22088.0
17520,36708,1,14579.0,
17521,11375,1,,25820.0
17522,53858,1,,102357.0
17522,53858,2,,103513.0
17522,53858,3,22395.0,
17523,148,1,29.0,
17523,148,2,39.0,
17523,148,3,,715.0
17523,148,4,,808.0
17523,148,5,,912.0
17523,148,6,,2181.0
17523,148,7,218.0,
17524,51604,3,,101511.0
17524,51604,4,21170.0,
17524,51604,5,,102392.0
17524,51604,6,,102683.0
17524,51604,7,21487.0,
17524,51604,8,,102689.0
17524,51604,9,,102557.0
17524,51604,10,21505.0,
17524,51604,11,,102681.0
17524,51604,12,,103301.0
17525,54233,1,,106476.0
17525,54233,2,,106551.0
17525,54233,3,,108290.0
17526,39499,1,,79502.0
17526,39499,2,15940.0,
17527,44685,1,,90629.0
17528,7091,1,,15993.0
17528,7091,2,,16660.0
17528,7091,3,2705.0,
17528,33248,12,10337.0,
17528,33248,13,,55608.0
17528,33248,14,,55575.0
17528,33248,15,,56628.0
17528,33248,16,,56629.0
17528,33248,17,,57280.0
17528,33248,18,,61711.0
17528,33248,19,,63816.0
17528,33248,20,,64254.0
17528,33248,21,,67412.0
17529,9156,1,,20515.0
17529,9156,2,,20086.0
17529,9156,3,,20509.0
17529,9156,4,,21287.0
17529,9156,5,3557.0,
17529,9250,1,,20515.0
17529,9250,2,,20086.0
17529,9250,3,,20509.0
17529,9250,4,,21287.0
17529,9250,5,3557.0,
17529,9250,6,,21591.0
17530,45252,1,,84919.0
17530,45252,2,17281.0,
17530,45252,3,17289.0,
17530,45252,4,,90464.0
17530,45252,5,,90484.0
17530,45252,6,,91038.0
17530,48586,1,,84919.0
17530,48586,2,17281.0,
17530,48586,3,17289.0,
17530,48586,4,,90464.0
17530,48586,5,,90484.0
17530,48586,6,,91038.0
17530,48586,7,,91580.0
17530,48586,8,18835.0,
17530,48586,9,,97047.0
17531,7944,1,,14036.0
17531,7944,2,,15182.0
17531,7944,3,,18742.0
17532,50966,1,,102028.0
17533,58681,1,,115912.0
17533,58681,2,,116073.0
17534,58742,1,,116126.0
17535,49088,1,,92730.0
17535,49088,2,,97426.0
17535,49088,3,,97216.0
17535,49088,4,,98280.0
17535,49088,5,,99034.0
17536,18017,1,,40059.0
17537,31749,1,,63088.0
17537,31749,2,,63932.0
17538,34895,1,,62582.0
17538,34895,2,,62360.0
17538,34895,3,,64717.0
17538,34895,4,,64726.0
17538,34895,5,12707.0,
17538,34895,6,12883.0,
17538,34895,7,,70784.0
17538,34895,8,13695.0,
17539,43741,1,,86272.0
17539,43741,2,,86154.0
17539,43741,3,,88184.0
17540,13015,1,,28603.0
17541,49808,1,,95987.0
17541,49808,2,,99933.0
17541,49808,3,,99195.0
17542,8581,1,,19724.0
17543,43379,1,,87084.0
17544,11244,1,4311.0,
17545,49441,1,20473.0,
17545,49441,2,20480.0,
17546,53945,1,,107642.0
17547,18223,1,,37973.0
17547,18223,2,,39573.0
17547,18223,3,,39764.0
17547,20464,1,,37973.0
17547,20464,2,,39573.0
17547,20464,3,,39764.0
17547,20464,4,7320.0,
17547,55658,1,,110552.0
17547,55658,2,,111433.0
17547,55658,3,23222.0,
17548,47583,1,,95899.0
17549,44248,1,18063.0,
17550,16792,1,,37188.0
17550,16792,2,,37233.0
17551,29214,1,,59394.0
17552,40124,1,,81282.0
17553,895,1,,2889.0
17553,895,2,,4163.0
17553,32404,1,,65380.0
17554,50892,1,,101906.0
17555,3900,2,,1906.0
17555,3900,3,112.0,
17555,3900,4,,1712.0
17555,3900,5,,2391.0
17555,3900,6,,2209.0
17555,3900,7,,3826.0
17555,3900,8,,5608.0
17555,3900,9,,9052.0
17555,3900,10,1582.0,
17555,3900,11,,10153.0
17555,4737,4,,1712.0
17555,4737,5,,2391.0
17555,4737,6,,2209.0
17555,4737,7,,3826.0
17555,4737,8,,5608.0
17555,4737,9,,9052.0
17555,4737,10,1582.0,
17555,4737,11,,10153.0
17555,4737,12,,12088.0
17555,4737,13,,12037.0
17555,7474,9,,9052.0
17555,7474,10,1582.0,
17555,7474,11,,10153.0
17555,7474,12,,12088.0
17555,7474,13,,12037.0
17555,7474,14,2068.0,
17555,7474,15,,15960.0
17555,7474,16,,17070.0
17555,7474,17,2827.0,
17555,7474,18,,17456.0
17556,39691,1,,80525.0
17557,49779,1,,96940.0
17557,49779,2,,100028.0
17557,49779,3,,99321.0
17558,48651,1,,91046.0
17558,48651,2,,92936.0
17558,48651,3,,92559.0
17558,48651,4,,93195.0
17558,48651,5,,93471.0
17558,48651,6,,97786.0
17559,6016,1,,9726.0
17559,6016,2,,9683.0
17559,6016,3,1524.0,
17559,6016,4,,9711.0
17559,6016,5,,9695.0
17559,6016,6,,14715.0
17560,9860,1,,20245.0
17560,9860,2,,20176.0
17560,9860,3,,20852.0
17560,9860,4,,21838.0
17560,9860,5,,22911.0
17561,41463,1,,77450.0
17561,41463,2,,80942.0
17561,41463,3,,83304.0
17562,9573,1,,22646.0
17562,43356,1,,79931.0
17562,43356,2,15800.0,
17562,43356,3,,79675.0
17562,43356,4,,84526.0
17562,43356,5,,84667.0
17562,43356,6,17428.0,
17562,43356,7,,87116.0
17562,59694,1,,118070.0
17563,26170,1,10085.0,
17564,27127,1,,54906.0
17564,27127,2,10182.0,
17564,27127,3,,55526.0
17564,27127,4,,55362.0
17564,27127,5,,55591.0
17565,5659,4,,10219.0
17565,5659,5,,11175.0
17565,5659,6,,11216.0
17565,5659,7,,11255.0
17565,5659,8,1776.0,
17565,5659,9,,11640.0
17565,5659,10,,11990.0
17565,5659,11,,11974.0
17565,5659,12,,13226.0
17565,5659,13,,13730.0
17566,29513,1,10938.0,
17566,29513,2,,58666.0
17566,29513,3,,59010.0
17566,29513,4,10952.0,
17566,29513,5,,58933.0
17566,29513,6,,59034.0
17566,29513,7,,58875.0
17566,29513,8,,59488.0
17566,29513,9,,60032.0
17567,36137,1,,73039.0
17567,36137,2,14234.0,
17568,14502,1,,32168.0
17568,14502,2,5345.0,
17569,47219,1,,90477.0
17569,47219,2,,95235.0
17569,56239,1,,111698.0
17570,57040,1,,112500.0
17571,41178,1,,83976.0
17572,10979,1,,25021.0
17573,31238,1,,57851.0
17573,31238,2,,57532.0
17573,31238,3,,58382.0
17573,31238,4,,63113.0
17574,2880,1,,6636.0
17574,2880,2,,8347.0
17575,42586,1,,86675.0
17575,42586,2,17411.0,
17576,61229,1,,119771.0
17577,45363,1,,91068.0
17577,45363,2,,91468.0
17577,45363,3,,91785.0
17578,9485,1,3715.0,
17578,48224,1,,97899.0
17578,52302,1,,97899.0
17578,52302,2,,102280.0
17578,52302,3,21160.0,
17578,52302,4,,104477.0
17579,43386,1,,84687.0
17579,43386,2,,85763.0
17579,43386,3,,86525.0
17579,43386,4,,87249.0
17580,51965,1,,96909.0
17580,51965,2,,102077.0
17580,51965,3,,103750.0
17581,10869,1,4166.0,
17581,10869,2,4171.0,
17582,52976,1,,106102.0
17583,47010,1,,90357.0
17583,47010,2,18920.0,
17583,47010,3,19181.0,
17583,47010,4,,94281.0
17584,42081,1,,83055.0
17584,42081,2,,85154.0
17584,42081,3,,85153.0
17585,39263,1,,79732.0
17585,44875,1,,88253.0
17585,44875,2,,90422.0
17585,45572,1,,88253.0
17585,45572,2,,90422.0
17585,45572,3,,91975.0
17586,39425,1,,80064.0
17587,44781,1,,82308.0
17587,44781,2,17499.0,
17587,44781,3,,89967.0
17587,44781,4,,90185.0
17587,44781,5,18437.0,
17587,44781,6,18442.0,
17588,7127,1,,16480.0
17588,7127,2,,16536.0
17588,7127,3,,16467.0
17588,7127,4,2724.0,
17589,17276,1,,30982.0
17589,17276,2,5144.0,
17589,17276,3,,31012.0
17589,17276,4,,32419.0
17589,17276,5,5520.0,
17589,17276,6,6344.0,
17590,24970,1,,46802.0
17590,24970,2,,51463.0
17591,46192,1,19235.0,
17591,46192,2,,93415.0
17591,46192,3,19256.0,
17591,60014,1,,118045.0
17592,13687,1,,29919.0
17592,47088,1,19684.0,
17593,17487,1,,38097.0
17593,48668,1,,97947.0
17594,33997,1,,62538.0
17594,33997,2,,63181.0
17594,33997,3,,65460.0
17594,33997,4,12388.0,
17594,33997,5,,67508.0
17594,33997,6,,69054.0
17595,30436,1,,61800.0
17596,61048,1,,119813.0
17597,19807,1,,26.0
17598,48925,1,,98059.0
17598,48925,2,,98988.0
17598,48925,3,20279.0,
17598,48925,4,,98763.0
17599,43166,1,,86763.0
17600,45122,1,,91481.0
17600,45122,2,,91014.0
17601,46304,1,19342.0,
17602,42198,1,,81274.0
17602,42198,2,,84622.0
17602,42198,3,17230.0,
17603,45743,1,,87806.0
17603,45743,2,,89982.0
17603,45743,3,,92259.0
17604,17765,1,,33370.0
17604,17765,2,,39169.0
17605,61519,1,,119259.0
17605,61519,2,,119149.0
17605,61519,3,,120245.0
17606,7821,1,,14905.0
17606,7821,2,,18052.0
17607,27228,1,10457.0,
17608,21072,1,7656.0,
17608,21072,2,7661.0,
17609,11334,1,4251.0,
17609,11334,2,4363.0,
17610,10743,1,,24507.0
17611,55400,1,,110061.0
17611,55400,2,,110210.0
17611,55400,3,,110486.0
17612,15672,1,,35011.0
17613,6765,1,,15733.0
17614,52718,1,,104277.0
17614,52718,2,,105418.0
17615,164,1,,909.0
17615,164,2,,1590.0
17615,164,3,,2379.0
17616,12044,1,,23801.0
17616,12044,2,,27253.0
17617,10403,1,,24035.0
17617,10403,2,,24080.0
17617,13959,1,,30860.0
17618,46481,1,,93791.0
17619,4131,1,,7751.0
17619,4131,2,,7976.0
17619,4131,3,,10799.0
17619,12287,1,,26055.0
17619,12287,2,,26130.0
17619,12287,3,,26112.0
17619,12287,4,,27105.0
17619,12287,5,,27405.0
17619,12287,6,,27424.0
17620,52870,1,,103903.0
17620,52870,2,,104074.0
17620,52870,3,,104379.0
17620,52870,4,,105534.0
17621,48890,1,,98089.0
17621,48890,2,,97925.0
17621,48890,3,,98217.0
17621,48890,4,,98044.0
17621,48890,5,,99046.0
17621,51637,1,,98089.0
17621,51637,2,,97925.0
17621,51637,3,,98217.0
17621,51637,4,,98044.0
17621,51637,5,,99046.0
17621,51637,6,,99598.0
17621,51637,7,,100642.0
17621,51637,8,,99892.0
17621,51637,9,,101069.0
17621,51637,10,,103319.0
17622,61508,1,,118219.0
17622,61508,2,,120421.0
17622,61508,3,,120249.0
17623,49570,1,,99258.0
17624,40256,1,,81791.0
17624,40256,2,,81434.0
17624,40256,3,,81600.0
17625,17663,1,,37285.0
17625,17663,2,,39328.0
17625,34842,1,,70012.0
17625,34842,2,,71077.0
17625,34842,3,13674.0,
17625,49442,1,19072.0,
17625,49442,2,20481.0,
17626,60170,1,24846.0,
17627,11765,1,,14518.0
17627,11765,2,,15843.0
17627,11765,3,,16663.0
17627,11765,4,,19848.0
17627,11765,5,,25733.0
17627,11765,6,,26997.0
17627,14007,1,,14518.0
17627,14007,2,,15843.0
17627,14007,3,,16663.0
17627,14007,4,,19848.0
17627,14007,5,,25733.0
17627,14007,6,,26997.0
17627,14007,7,,31120.0
17628,39306,1,,72992.0
17628,39306,2,,73153.0
17628,39306,3,,73583.0
17628,39306,4,,73818.0
17628,39306,5,,74446.0
17628,39306,6,,74723.0
17628,39306,7,,76389.0
17628,39306,8,,80045.0
17629,40596,1,,81163.0
17629,40596,2,,82685.0
17629,40596,3,,82087.0
17630,8694,1,3379.0,
17630,61301,1,,120058.0
17631,47041,1,,94852.0
17631,47041,2,,94910.0
17632,739,1,,820.0
17632,739,2,,809.0
17632,739,3,,843.0
17632,739,4,,2474.0
17632,739,5,,3814.0
17633,49203,1,20433.0,
17634,46635,1,,94340.0
17634,46635,2,,94985.0
17635,7849,1,,17848.0
17635,18288,1,,40137.0
17636,48053,1,,94355.0
17636,48053,2,,96428.0
17637,43875,1,,81531.0
17637,43875,2,,82671.0
17637,43875,3,,81904.0
17637,43875,4,,88557.0
17638,3845,1,,872.0
17638,3845,2,,2385.0
17638,3845,3,,2954.0
17638,3845,4,,4099.0
17638,3845,5,,8276.0
17638,3845,6,,10319.0
17638,29530,1,,60092.0
17639,14039,1,5155.0,
17639,14039,2,,31334.0
17639,15078,1,5155.0,
17639,15078,2,,31334.0
17639,15078,3,,31252.0
17639,15078,4,,32754.0
17639,15078,5,5549.0,
17639,28674,1,,66636.0
17640,1786,1,,5407.0
17641,24328,1,,49914.0
17642,57603,1,,113461.0
17643,30852,1,,61604.0
17643,30852,2,11721.0,
17644,28520,1,10878.0,
17644,58548,1,22248.0,
17644,58548,2,,106951.0
17644,58548,3,,110791.0
17644,58548,4,,115673.0
17644,58548,5,,115851.0
17645,8199,1,,19184.0
17646,13475,1,,30140.0
17646,13475,2,4968.0,
17646,13475,3,,30110.0
17647,6564,1,,14381.0
17647,6564,2,,15823.0
17647,6564,3,,15862.0
17648,24727,1,9427.0,
17649,46147,1,,93524.0
17650,21588,1,,45570.0
17650,21588,2,8005.0,
17651,56845,1,,112399.0
17651,56845,2,,112762.0
